tconst,title,year,studio,genres,runtime_minutes,imdb_rating,total_gross,genre_list
tt1462769,the odd life of timothy green,2012,BV,"Comedy,Drama,Family",105.0,6.6,56100000,"['Comedy,Drama,Family']"
tt0383010,the three stooges,2012,Fox,"Comedy,Family",92.0,5.1,54800000,"['Comedy,Family']"
tt1195478,the five-year engagement,2012,Uni.,"Comedy,Romance",124.0,6.2,53900000,"['Comedy,Romance']"
tt1212450,lawless,2012,Wein.,"Crime,Drama",116.0,7.3,53700000,"['Crime,Drama']"
tt0485985,red tails,2012,Fox,"Action,Adventure,Drama",125.0,5.9,50389000,"['Action,Adventure,Drama']"
tt2083383,trouble with the curve,2012,WB,"Drama,Sport",111.0,6.8,49000000,"['Drama,Sport']"
tt1855199,end of watch,2012,ORF,"Action,Crime,Drama",109.0,7.6,48100000,"['Action,Crime,Drama']"
tt1568338,man on a ledge,2012,LG/S,"Action,Adventure,Crime",102.0,6.6,46200000,"['Action,Adventure,Crime']"
tt1582507,house at the end of the street,2012,Rela.,"Drama,Horror,Thriller",101.0,5.6,44300000,"['Drama,Horror,Thriller']"
tt1694020,the guilt trip,2012,Par.,"Comedy,Drama",95.0,5.8,41800000,"['Comedy,Drama']"
tt2315152,a werewolf boy,2012,CJ,"Fantasy,Romance",122.0,7.4,41643000,"['Fantasy,Romance']"
tt1764234,killing them softly,2012,Wein.,"Crime,Thriller",97.0,6.2,37900000,"['Crime,Thriller']"
tt1991245,chernobyl diaries,2012,WB,"Horror,Mystery,Thriller",86.0,5.0,37100000,"['Horror,Mystery,Thriller']"
tt1598828,one for the money,2012,LGF,"Action,Comedy,Crime",91.0,5.3,36900000,"['Action,Comedy,Crime']"
tt1343727,dredd,2012,LGF,"Action,Crime,Sci-Fi",95.0,7.1,35600000,"['Action,Crime,Sci-Fi']"
tt1764183,arbitrage,2012,RAtt.,"Drama,Thriller",107.0,6.6,35500000,"['Drama,Thriller']"
tt1222815,chimpanzee,2012,BV,Documentary,78.0,7.2,34900000,['Documentary']
tt1712170,alex cross,2012,LG/S,"Action,Crime,Mystery",101.0,5.1,34600000,"['Action,Crime,Mystery']"
tt1792647,cirque du soleil: worlds away,2012,Par.,Fantasy,91.0,6.8,34100000,['Fantasy']
tt1659337,the perks of being a wallflower,2012,LG/S,Drama,103.0,8.0,33300000,['Drama']
tt2215719,katy perry: part of me,2012,Par.,"Documentary,Music",93.0,5.9,32700000,"['Documentary,Music']"
tt1592525,lockout,2012,FD,"Action,Sci-Fi,Thriller",95.0,6.1,32200000,"['Action,Sci-Fi,Thriller']"
tt1710396,joyful noise,2012,WB,"Comedy,Drama,Music",118.0,5.8,31126000,"['Comedy,Drama,Music']"
tt1547234,premium rush,2012,Sony,"Action,Crime,Thriller",91.0,6.5,31100000,"['Action,Crime,Thriller']"
tt1486192,the raven,2012,Rela.,"Crime,Mystery,Thriller",110.0,6.4,29600000,"['Crime,Mystery,Thriller']"
tt2077833,rowdy rathore,2012,UTV,Action,140.0,5.9,29377000,['Action']
tt1728986,bol bachchan,2012,FIP,"Action,Comedy,Drama",155.0,5.5,28800000,"['Action,Comedy,Drama']"
tt1560747,the master,2012,Wein.,Drama,138.0,7.1,28299999,['Drama']
tt2053425,rust and bone,2012,SPC,"Drama,Romance",120.0,7.5,25800000,"['Drama,Romance']"
tt1430615,big miracle,2012,Uni.,"Biography,Drama,Family",107.0,6.5,24800000,"['Biography,Drama,Family']"
tt0975645,hitchcock,2012,FoxS,"Biography,Comedy,Drama",98.0,6.8,23600000,"['Biography,Comedy,Drama']"
tt0763831,a thousand words,2012,P/DW,"Comedy,Drama",91.0,5.9,22100000,"['Comedy,Drama']"
tt1655460,wanderlust,2012,Uni.,"Comedy,Romance",98.0,5.6,21700000,"['Comedy,Romance']"
tt2125435,beasts of the southern wild,2012,FoxS,"Adventure,Drama,Fantasy",93.0,7.3,21100000,"['Adventure,Drama,Fantasy']"
tt1602620,amour,2012,SPC,"Drama,Romance",127.0,7.9,19800000,"['Drama,Romance']"
tt1258972,the man with the iron fists,2012,Uni.,Action,95.0,5.4,19699999,['Action']
tt1931533,seven psychopaths,2012,CBS,"Comedy,Crime",110.0,7.2,19400000,"['Comedy,Crime']"
tt1838544,gone,2012,LG/S,"Action,Adventure,Drama",94.0,5.9,18100000,"['Action,Adventure,Drama']"
tt2230954,gone,2012,LG/S,Drama,50.0,6.6,18100000,['Drama']
tt1366365,the cold light of day,2012,LG/S,"Action,Thriller",93.0,4.9,16900000,"['Action,Thriller']"
tt2097307,hit and run,2012,ORF,"Action,Comedy",100.0,6.1,14404000,"['Action,Comedy']"
tt1840417,the words,2012,CBS,"Drama,Mystery,Romance",102.0,7.1,13200000,"['Drama,Mystery,Romance']"
tt1920849,bachelorette,2012,RTWC,"Comedy,Romance",87.0,5.3,11948000,"['Comedy,Romance']"
tt1663143,fun size,2012,Par.,"Adventure,Comedy",86.0,5.4,11400000,"['Adventure,Comedy']"
tt1307068,seeking a friend for the end of the world,2012,Focus,"Adventure,Comedy,Drama",101.0,6.7,9700000,"['Adventure,Comedy,Drama']"
tt1433822,the apparition,2012,WB,"Horror,Thriller",83.0,4.1,9600000,"['Horror,Thriller']"
tt1866249,the sessions,2012,FoxS,"Biography,Comedy,Drama",95.0,7.2,9100000,"['Biography,Comedy,Drama']"
tt1839492,ruby sparks,2012,FoxS,"Comedy,Drama,Fantasy",104.0,7.2,9100000,"['Comedy,Drama,Fantasy']"
tt1477855,hyde park on hudson,2012,Focus,"Biography,Comedy,Drama",94.0,5.9,8900000,"['Biography,Comedy,Drama']"
tt0337692,on the road,2012,IFC,"Adventure,Drama,Romance",124.0,6.1,8744000,"['Adventure,Drama,Romance']"
tt1714203,piranha 3dd,2012,W/Dim.,"Comedy,Horror",83.0,3.7,8477000,"['Comedy,Horror']"
tt1440732,bel ami,2012,Magn.,"Drama,History,Romance",102.0,5.4,8319999,"['Drama,History,Romance']"
tt1034314,iron sky,2012,EOne,"Action,Comedy,Sci-Fi",93.0,5.9,8122000,"['Action,Comedy,Sci-Fi']"
tt1702425,casa de mi padre,2012,LGF,"Comedy,Western",84.0,5.5,8000000,"['Comedy,Western']"
tt1949548,heroine,2012,UTV,Drama,149.0,5.1,7999000,['Drama']
tt1276419,a royal affair,2012,Magn.,"Biography,Drama,History",137.0,7.6,7500000,"['Biography,Drama,History']"
tt1480656,cosmopolis,2012,EOne,"Drama,Fantasy",109.0,5.0,6064000,"['Drama,Fantasy']"
tt1629757,chasing mavericks,2012,Fox,"Biography,Drama,Sport",116.0,7.2,6000600,"['Biography,Drama,Sport']"
tt1817676,girl in progress,2012,LGF,"Comedy,Drama",93.0,5.6,4600000,"['Comedy,Drama']"
tt2178941,barbara,2012,AF,Drama,105.0,7.2,4100000,['Drama']
tt1368440,branded,2012,RAtt.,"Drama,Fantasy,Thriller",106.0,4.7,3754000,"['Drama,Fantasy,Thriller']"
tt1966604,the imposter,2012,IM,"Biography,Crime,Documentary",99.0,7.5,1998000,"['Biography,Crime,Documentary']"
tt1602472,2 days in new york,2012,Magn.,"Comedy,Drama,Romance",96.0,6.0,1633000,"['Comedy,Drama,Romance']"
tt1132449,lay the favorite,2012,RTWC,"Comedy,Drama,Romance",94.0,4.8,1621000,"['Comedy,Drama,Romance']"
tt1678051,soldiers of fortune,2012,RAtt.,"Action,Thriller",94.0,4.3,1538900,"['Action,Thriller']"
tt2670556,i wish,2012,Magn.,Fantasy,81.0,8.2,1546000,['Fantasy']
tt1496422,the paperboy,2012,MNE,"Crime,Drama,Mystery",107.0,5.8,1354000,"['Crime,Drama,Mystery']"
tt1659343,universal soldier: day of reckoning,2012,Magn.,"Action,Horror,Mystery",114.0,5.1,369500,"['Action,Horror,Mystery']"
tt2294629,frozen,2013,BV,"Adventure,Animation,Comedy",102.0,7.5,1276400000,"['Adventure,Animation,Comedy']"
tt1300854,iron man 3,2013,BV,"Action,Adventure,Sci-Fi",130.0,7.2,1214800000,"['Action,Adventure,Sci-Fi']"
tt1690953,despicable me 2,2013,Uni.,"Adventure,Animation,Comedy",98.0,7.4,970800000,"['Adventure,Animation,Comedy']"
tt1170358,the hobbit: the desolation of smaug,2013,WB (NL),"Adventure,Fantasy",161.0,7.8,958399999,"['Adventure,Fantasy']"
tt1951264,the hunger games: catching fire,2013,LGF,"Action,Adventure,Sci-Fi",146.0,7.5,865000000,"['Action,Adventure,Sci-Fi']"
tt1905041,fast & furious 6,2013,Uni.,"Action,Crime,Thriller",130.0,7.1,788700000,"['Action,Crime,Thriller']"
tt1453405,monsters university,2013,BV,"Adventure,Animation,Comedy",104.0,7.3,744200000,"['Adventure,Animation,Comedy']"
tt1454468,gravity,2013,WB,"Drama,Sci-Fi,Thriller",91.0,7.7,723200000,"['Drama,Sci-Fi,Thriller']"
tt0770828,man of steel,2013,WB,"Action,Adventure,Sci-Fi",143.0,7.1,668000000,"['Action,Adventure,Sci-Fi']"
tt1981115,thor: the dark world,2013,BV,"Action,Adventure,Fantasy",112.0,6.9,644600000,"['Action,Adventure,Fantasy']"
tt0481499,the croods,2013,Fox,"Action,Adventure,Animation",98.0,7.2,587200000,"['Action,Adventure,Animation']"
tt0816711,world war z,2013,Par.,"Action,Adventure,Horror",116.0,7.0,540000000,"['Action,Adventure,Horror']"
tt1623205,oz the great and powerful,2013,BV,"Adventure,Family,Fantasy",130.0,6.3,493299999,"['Adventure,Family,Fantasy']"
tt1408101,star trek into darkness,2013,Par.,"Action,Adventure,Sci-Fi",132.0,7.7,467400000,"['Action,Adventure,Sci-Fi']"
tt1430132,the wolverine,2013,Fox,"Action,Adventure,Sci-Fi",126.0,6.7,414900000,"['Action,Adventure,Sci-Fi']"
tt1663662,pacific rim,2013,WB,"Action,Adventure,Sci-Fi",131.0,6.9,411000000,"['Action,Adventure,Sci-Fi']"
tt0993846,the wolf of wall street,2013,Par.,"Biography,Crime,Drama",180.0,8.2,392000000,"['Biography,Crime,Drama']"
tt1583421,g.i. joe: retaliation,2013,Par.,"Action,Adventure,Sci-Fi",110.0,5.8,375700000,"['Action,Adventure,Sci-Fi']"
tt1951261,the hangover part iii,2013,WB,"Adventure,Comedy,Crime",100.0,5.8,362000000,"['Adventure,Comedy,Crime']"
tt1670345,now you see me,2013,LG/S,"Crime,Mystery,Thriller",115.0,7.3,351700000,"['Crime,Mystery,Thriller']"
tt2017020,the smurfs 2,2013,Sony,"Adventure,Animation,Comedy",105.0,5.4,347500000,"['Adventure,Animation,Comedy']"
tt1457767,the conjuring,2013,WB (NL),"Horror,Mystery,Thriller",112.0,7.5,319500000,"['Horror,Mystery,Thriller']"
tt1606378,a good day to die hard,2013,Fox,"Action,Thriller",98.0,5.3,304600000,"['Action,Thriller']"
tt1483013,oblivion,2013,Uni.,"Action,Adventure,Sci-Fi",124.0,7.0,286200000,"['Action,Adventure,Sci-Fi']"
tt1535108,elysium,2013,TriS,"Action,Drama,Sci-Fi",109.0,6.6,286200000,"['Action,Drama,Sci-Fi']"
tt1860353,turbo,2013,Fox,"Adventure,Animation,Comedy",96.0,6.4,282500000,"['Adventure,Animation,Comedy']"
tt1985966,cloudy with a chance of meatballs 2,2013,Sony,"Adventure,Animation,Comedy",95.0,6.4,274300000,"['Adventure,Animation,Comedy']"
tt1723121,we're the millers,2013,WB (NL),"Comedy,Crime",110.0,7.0,270000000,"['Comedy,Crime']"
tt0848537,epic,2013,Fox,"Adventure,Animation,Family",102.0,6.7,268400000,"['Adventure,Animation,Family']"
tt1210819,the lone ranger,2013,BV,"Action,Adventure,Western",150.0,6.4,260500000,"['Action,Adventure,Western']"
tt1800241,american hustle,2013,Sony,"Crime,Drama",138.0,7.2,251200000,"['Crime,Drama']"
tt2191701,grown ups 2,2013,Sony,Comedy,101.0,5.4,246999999,['Comedy']
tt1815862,after earth,2013,Sony,"Action,Adventure,Drama",100.0,4.8,243800000,"['Action,Adventure,Drama']"
tt1691917,planes,2013,BV,"Adventure,Animation,Comedy",91.0,5.7,239300000,"['Adventure,Animation,Comedy']"
tt2404463,the heat,2013,Fox,"Action,Comedy,Crime",117.0,6.6,229900000,"['Action,Comedy,Crime']"
tt1535109,captain phillips,2013,Sony,"Biography,Drama,Thriller",134.0,7.8,218800000,"['Biography,Drama,Thriller']"
tt2334879,white house down,2013,Sony,"Action,Drama,Thriller",131.0,6.4,205400000,"['Action,Drama,Thriller']"
tt1854564,percy jackson: sea of monsters,2013,Fox,"Adventure,Family,Fantasy",106.0,5.8,199900000,"['Adventure,Family,Fantasy']"
tt1351685,jack the giant slayer,2013,WB (NL),"Adventure,Fantasy",114.0,6.3,197700000,"['Adventure,Fantasy']"
tt0359950,the secret life of walter mitty,2013,Fox,"Adventure,Comedy,Drama",114.0,7.3,188100000,"['Adventure,Comedy,Drama']"
tt2024544,12 years a slave,2013,FoxS,"Biography,Drama,History",134.0,8.1,187800000,"['Biography,Drama,History']"
tt1327773,lee daniels' the butler,2013,Wein.,"Biography,Drama",132.0,7.2,176600000,"['Biography,Drama']"
tt2024432,identity thief,2013,Uni.,"Adventure,Comedy,Crime",111.0,5.7,174000000,"['Adventure,Comedy,Crime']"
tt1229340,anchorman 2: the legend continues,2013,Par.,Comedy,119.0,6.3,171500000,['Comedy']
tt2302755,olympus has fallen,2013,FD,"Action,Thriller",119.0,6.5,170200000,"['Action,Thriller']"
tt1091191,lone survivor,2013,Uni.,"Action,Biography,Drama",121.0,7.5,154800000,"['Action,Biography,Drama']"
tt1335975,47 ronin,2013,Uni.,"Action,Adventure,Drama",128.0,6.3,151800000,"['Action,Adventure,Drama']"
tt1821694,red 2,2013,LG/S,"Action,Comedy,Crime",116.0,6.6,148100000,"['Action,Comedy,Crime']"
tt2023587,mama,2013,Uni.,"Horror,Thriller",100.0,6.2,146400000,"['Horror,Thriller']"
tt1211956,escape plan,2013,LG/S,"Action,Crime,Mystery",115.0,6.7,137300000,"['Action,Crime,Mystery']"
tt1204975,last vegas,2013,CBS,"Comedy,Drama",105.0,6.6,134400000,"['Comedy,Drama']"
tt1272878,2 guns,2013,Uni.,"Action,Comedy,Crime",109.0,6.7,131900000,"['Action,Comedy,Crime']"
tt1245492,this is the end,2013,Sony,"Comedy,Fantasy",107.0,6.6,126100000,"['Comedy,Fantasy']"
tt1731141,ender's game,2013,LG/S,"Action,Adventure,Fantasy",114.0,6.6,125500000,"['Action,Adventure,Fantasy']"
tt1392214,prisoners,2013,WB,"Crime,Drama,Mystery",153.0,8.1,122100000,"['Crime,Drama,Mystery']"
tt2140373,saving mr. banks,2013,BV,"Biography,Comedy,Drama",125.0,7.5,117900000,"['Biography,Comedy,Drama']"
tt1588173,warm bodies,2013,LG/S,"Comedy,Horror,Romance",98.0,6.9,117000000,"['Comedy,Horror,Romance']"
tt2992152,personal tailor,2013,CL,"Comedy,Drama",118.0,5.2,116176000,"['Comedy,Drama']"
tt1621039,free birds,2013,Rela.,"Adventure,Animation,Comedy",91.0,5.9,110400000,"['Adventure,Animation,Comedy']"
tt1321870,gangster squad,2013,WB,"Action,Crime,Drama",113.0,6.7,105200000,"['Action,Crime,Drama']"
tt2431286,philomena,2013,Wein.,"Biography,Comedy,Drama",98.0,7.6,100100000,"['Biography,Comedy,Drama']"
tt2378281,instructions not included,2013,LGF,"Comedy,Drama",115.0,7.6,99100000,"['Comedy,Drama']"
tt1411250,riddick,2013,Uni.,"Action,Adventure,Sci-Fi",119.0,6.4,98300000,"['Action,Adventure,Sci-Fi']"
tt1702439,safe haven,2013,Rela.,"Drama,Romance,Thriller",115.0,6.7,97500000,"['Drama,Romance,Thriller']"
tt2334873,blue jasmine,2013,SPC,Drama,98.0,7.3,97499999,['Drama']
tt1538403,the mortal instruments: city of bones,2013,SGem,"Action,Fantasy,Horror",130.0,5.9,95400000,"['Action,Fantasy,Horror']"
tt2234155,the internship,2013,Fox,Comedy,119.0,6.3,93500000,['Comedy']
tt2184339,the purge,2013,Uni.,"Horror,Thriller",85.0,5.7,89400000,"['Horror,Thriller']"
tt1833673,dhoom 3,2013,Yash,"Action,Thriller",172.0,5.4,88000000,"['Action,Thriller']"
tt2194499,about time,2013,Uni.,"Comedy,Drama,Fantasy",123.0,7.8,87100000,"['Comedy,Drama,Fantasy']"
tt0795461,scary movie 5,2013,W/Dim.,Comedy,86.0,3.5,78400000,['Comedy']
tt0790736,r.i.p.d.,2013,Uni.,"Action,Adventure,Comedy",96.0,5.6,78300000,"['Action,Adventure,Comedy']"
tt3043630,tiny times,2013,CL,"Drama,Romance",116.0,3.0,77723500,"['Drama,Romance']"
tt0816442,the book thief,2013,Fox,"Drama,War",131.0,7.6,76600000,"['Drama,War']"
tt0765446,escape from planet earth,2013,Wein.,"Adventure,Animation,Comedy",89.0,5.9,74600000,"['Adventure,Animation,Comedy']"
tt1322269,august: osage county,2013,Wein.,"Comedy,Drama",121.0,7.2,74200000,"['Comedy,Drama']"
tt2083355,the best man holiday,2013,Uni.,"Comedy,Drama",123.0,6.7,72800000,"['Comedy,Drama']"
tt2992146,young detective dee: rise of the sea dragon,2013,WAMCR,"Action,Adventure,Drama",134.0,6.5,72287800,"['Action,Adventure,Drama']"
tt2193215,the counselor,2013,Fox,"Crime,Drama,Thriller",117.0,5.3,71000000,"['Crime,Drama,Thriller']"
tt1911644,the call,2013,TriS,"Crime,Drama,Horror",94.0,6.7,68600000,"['Crime,Drama,Horror']"
tt2926868,the call,2013,TriS,Documentary,25.0,7.9,68600000,['Documentary']
tt2515086,one direction: this is us,2013,TriS,"Documentary,Music",92.0,4.2,68600000,"['Documentary,Music']"
tt1462900,the grandmaster,2013,Wein.,"Action,Biography,Drama",130.0,6.6,64100000,"['Action,Biography,Drama']"
tt2364841,runner runner,2013,Fox,"Crime,Thriller",88.0,5.6,62700000,"['Crime,Thriller']"
tt1650554,kick-ass 2,2013,Uni.,"Action,Comedy,Crime",103.0,6.6,60800000,"['Action,Comedy,Crime']"
tt2243537,a haunted house,2013,ORF,"Comedy,Fantasy",86.0,5.1,60100000,"['Comedy,Fantasy']"
tt0790636,dallas buyers club,2013,Focus,"Biography,Drama",117.0,8.0,55200000,"['Biography,Drama']"
tt3008014,the face reader,2013,PM&E,"Drama,History",140.0,6.9,54616000,"['Drama,History']"
tt2387559,delivery man,2013,BV,"Comedy,Drama",105.0,6.4,50000000,"['Comedy,Drama']"
tt2357377,the berlin file,2013,CJ,"Action,Thriller",120.0,6.6,48965000,"['Action,Thriller']"
tt1549920,the last stand,2013,LGF,"Action,Thriller",107.0,6.4,48400000,"['Action,Thriller']"
tt1572315,texas chainsaw 3d,2013,LGF,"Horror,Thriller",92.0,4.8,47200000,"['Horror,Thriller']"
tt1931435,the big wedding,2013,LGF,"Comedy,Drama,Romance",89.0,5.6,46500000,"['Comedy,Drama,Romance']"
tt1904996,parker,2013,FD,"Action,Crime,Thriller",118.0,6.2,46200000,"['Action,Crime,Thriller']"
tt1213663,the world's end,2013,Focus,"Action,Comedy,Sci-Fi",109.0,7.0,46100000,"['Action,Comedy,Sci-Fi']"
tt1661382,grudge match,2013,WB,"Comedy,Drama,Sport",113.0,6.4,44900000,"['Comedy,Drama,Sport']"
tt2312718,homefront,2013,ORF,"Action,Thriller",100.0,6.5,43100000,"['Action,Thriller']"
tt2558484,homefront,2013,ORF,Drama,111.0,7.7,43100000,['Drama']
tt2357129,jobs,2013,ORF,"Biography,Drama",128.0,5.9,35900000,"['Biography,Drama']"
tt2042568,inside llewyn davis,2013,CBS,"Drama,Music",104.0,7.5,32900000,"['Drama,Music']"
tt1333125,movie 43,2013,Rela.,Comedy,94.0,4.3,32400000,['Comedy']
tt2609912,kevin hart: let me explain,2013,LG/S,"Comedy,Documentary",75.0,6.8,32274000,"['Comedy,Documentary']"
tt2229499,don jon,2013,Rela.,"Comedy,Drama,Romance",90.0,6.6,30500000,"['Comedy,Drama,Romance']"
tt2244901,i give it a year,2013,Magn.,"Comedy,Romance",97.0,5.7,28234700,"['Comedy,Romance']"
tt1821549,nebraska,2013,Par.,"Adventure,Comedy,Drama",115.0,7.7,27700000,"['Adventure,Comedy,Drama']"
tt0790628,the incredible burt wonderstone,2013,WB (NL),"Adventure,Comedy,Fantasy",100.0,5.9,27400000,"['Adventure,Comedy,Fantasy']"
tt2304771,mandela: long walk to freedom,2013,Wein.,"Biography,Drama,History",141.0,7.1,27300000,"['Biography,Drama,History']"
tt1487931,khumba,2013,MNE,"Adventure,Animation,Family",85.0,5.7,27201000,"['Adventure,Animation,Family']"
tt2387433,dark skies,2013,W/Dim.,"Horror,Sci-Fi,Thriller",97.0,6.3,26400000,"['Horror,Sci-Fi,Thriller']"
tt2390361,enough said,2013,FoxS,"Comedy,Drama,Romance",93.0,7.0,25300000,"['Comedy,Drama,Romance']"
tt1924429,trance,2013,FoxS,"Crime,Drama,Mystery",101.0,6.9,24200000,"['Crime,Drama,Mystery']"
tt1171222,baggage claim,2013,FoxS,Comedy,96.0,5.1,22487000,['Comedy']
tt1758595,diana,2013,EOne,"Biography,Drama,Romance",113.0,5.5,21735000,"['Biography,Drama,Romance']"
tt2358891,the great beauty,2013,Jan.,Drama,141.0,7.8,21400000,['Drama']
tt2132285,the bling ring,2013,A24,"Biography,Crime,Drama",90.0,5.6,19100000,"['Biography,Crime,Drama']"
tt2101341,dead man down,2013,FD,"Action,Crime,Drama",118.0,6.5,18100000,"['Action,Crime,Drama']"
tt2334649,fruitvale station,2013,Wein.,"Biography,Drama,Romance",85.0,7.5,17400000,"['Biography,Drama,Romance']"
tt1532958,battle of the year,2013,SGem,"Drama,Music",110.0,5.1,16600000,"['Drama,Music']"
tt1206543,out of the furnace,2013,Rela.,"Crime,Drama,Thriller",116.0,6.8,15600000,"['Crime,Drama,Thriller']"
tt2002718,machete kills,2013,ORF,"Action,Crime,Sci-Fi",107.0,5.6,15000000,"['Action,Crime,Sci-Fi']"
tt3195742,journey to the south pacific,2013,Imax,Documentary,40.0,6.5,14100000,['Documentary']
tt1413495,paranoia,2013,Rela.,"Drama,Thriller",106.0,5.7,13800000,"['Drama,Thriller']"
tt2017038,all is lost,2013,RAtt.,"Action,Adventure,Drama",106.0,6.9,13700000,"['Action,Adventure,Drama']"
tt1682180,stoker,2013,FoxS,"Drama,Thriller",99.0,6.8,12100000,"['Drama,Thriller']"
tt2209418,before midnight,2013,SPC,"Drama,Romance",109.0,7.9,11200000,"['Drama,Romance']"
tt1602613,only god forgives,2013,RTWC,"Crime,Drama",90.0,5.7,10679000,"['Crime,Drama']"
tt2404461,the past,2013,SPC,"Drama,Mystery",130.0,7.8,10600000,"['Drama,Mystery']"
tt2385006,jerusalem,2013,NGE,Documentary,44.0,7.3,9300000,['Documentary']
tt1837703,the fifth estate,2013,BV,"Biography,Drama,Thriller",128.0,6.2,8600000,"['Biography,Drama,Thriller']"
tt2172935,metallica through the never,2013,PH,Music,93.0,7.2,8000000,['Music']
tt3203890,pulling strings,2013,LGF,"Comedy,Romance",111.0,6.0,7800000,"['Comedy,Romance']"
tt1425922,black nativity,2013,FoxS,"Drama,Family,Music",93.0,4.6,7436000,"['Drama,Family,Music']"
tt2278871,blue is the warmest color,2013,IFC,"Drama,Romance",180.0,7.8,7400000,"['Drama,Romance']"
tt2828840,fists of legend,2013,CJ,Action,154.0,6.9,5434000,['Action']
tt3144098,commitment,2013,WGUSA,"Action,Drama",113.0,6.8,4576500,"['Action,Drama']"
tt1869716,the east,2013,FoxS,"Adventure,Drama,Thriller",116.0,6.8,2399700,"['Adventure,Drama,Thriller']"
tt1426329,lovelace,2013,RTWC,"Biography,Drama",93.0,6.2,1557000,"['Biography,Drama']"
tt2388637,ain't them bodies saints,2013,IFC,"Crime,Drama,Romance",96.0,6.4,1032000,"['Crime,Drama,Romance']"
tt1596753,salinger,2013,Wein.,Documentary,120.0,6.7,651000,['Documentary']
tt2109248,transformers: age of extinction,2014,Par.,"Action,Adventure,Sci-Fi",165.0,5.7,1104000000,"['Action,Adventure,Sci-Fi']"
tt2310332,the hobbit: the battle of the five armies,2014,WB (NL),"Adventure,Fantasy",144.0,7.4,956000000,"['Adventure,Fantasy']"
tt2015381,guardians of the galaxy,2014,BV,"Action,Adventure,Comedy",121.0,8.1,773400000,"['Action,Adventure,Comedy']"
tt1587310,maleficent,2014,BV,"Action,Adventure,Family",97.0,7.0,758500000,"['Action,Adventure,Family']"
tt1951265,the hunger games: mockingjay - part 1,2014,LGF,"Action,Adventure,Sci-Fi",123.0,6.6,755300000,"['Action,Adventure,Sci-Fi']"
tt1877832,x-men: days of future past,2014,Fox,"Action,Adventure,Sci-Fi",132.0,8.0,747800000,"['Action,Adventure,Sci-Fi']"
tt1843866,captain america: the winter soldier,2014,BV,"Action,Adventure,Sci-Fi",136.0,7.8,714300000,"['Action,Adventure,Sci-Fi']"
tt2103281,dawn of the planet of the apes,2014,Fox,"Action,Adventure,Drama",130.0,7.6,710600000,"['Action,Adventure,Drama']"
tt1872181,the amazing spider-man 2,2014,Sony,"Action,Adventure,Sci-Fi",142.0,6.6,709000000,"['Action,Adventure,Sci-Fi']"
tt0816692,interstellar,2014,Par.,"Adventure,Drama,Sci-Fi",169.0,8.6,677400000,"['Adventure,Drama,Sci-Fi']"
tt2245084,big hero 6,2014,BV,"Action,Adventure,Animation",102.0,7.8,657800000,"['Action,Adventure,Animation']"
tt1646971,how to train your dragon 2,2014,Fox,"Action,Adventure,Animation",102.0,7.8,621500000,"['Action,Adventure,Animation']"
tt2179136,american sniper,2014,WB,"Action,Biography,Drama",133.0,7.3,547400000,"['Action,Biography,Drama']"
tt2357291,rio 2,2014,Fox,"Adventure,Animation,Comedy",101.0,6.3,500100000,"['Adventure,Animation,Comedy']"
tt1490017,the lego movie,2014,WB,"Action,Adventure,Animation",100.0,7.8,469200000,"['Action,Adventure,Animation']"
tt2872732,lucy,2014,Uni.,"Action,Sci-Fi,Thriller",89.0,6.4,463400000,"['Action,Sci-Fi,Thriller']"
tt1911658,penguins of madagascar,2014,Fox,"Adventure,Animation,Comedy",92.0,6.7,373100000,"['Adventure,Animation,Comedy']"
tt1631867,edge of tomorrow,2014,WB,"Action,Sci-Fi",113.0,7.9,370500000,"['Action,Sci-Fi']"
tt2267998,gone girl,2014,Fox,"Drama,Mystery,Thriller",149.0,8.1,369400000,"['Drama,Mystery,Thriller']"
tt2692250,night at the museum: secret of the tomb,2014,Fox,"Adventure,Comedy,Family",98.0,6.2,363200000,"['Adventure,Comedy,Family']"
tt1959490,noah,2014,Par.,"Action,Adventure,Drama",138.0,5.8,362599999,"['Action,Adventure,Drama']"
tt1790864,the maze runner,2014,Fox,"Action,Mystery,Sci-Fi",113.0,6.8,348300000,"['Action,Mystery,Sci-Fi']"
tt1253863,300: rise of an empire,2014,WB,"Action,Fantasy,War",102.0,6.2,337600000,"['Action,Fantasy,War']"
tt2294449,22 jump street,2014,Sony,"Action,Comedy,Crime",112.0,7.0,331300000,"['Action,Comedy,Crime']"
tt2582846,the fault in our stars,2014,Fox,"Drama,Romance",126.0,7.7,307200000,"['Drama,Romance']"
tt1840309,divergent,2014,LG/S,"Action,Adventure,Mystery",139.0,6.7,288800000,"['Action,Adventure,Mystery']"
tt0864835,mr. peabody & sherman,2014,Fox,"Adventure,Animation,Comedy",92.0,6.8,275700000,"['Adventure,Animation,Comedy']"
tt2004420,neighbors,2014,Uni.,Comedy,97.0,6.3,270700000,['Comedy']
tt1528100,exodus: gods and kings,2014,Fox,"Action,Adventure,Drama",150.0,6.0,268200000,"['Action,Adventure,Drama']"
tt3322940,annabelle,2014,WB (NL),"Horror,Mystery,Thriller",99.0,5.4,257100000,"['Horror,Mystery,Thriller']"
tt2084970,the imitation game,2014,Wein.,"Biography,Drama,Thriller",114.0,8.0,233500000,"['Biography,Drama,Thriller']"
