tconst,title,year,studio,genres,runtime_minutes,imdb_rating,total_gross,genre_list
tt2024469,non-stop,2014,Uni.,"Action,Mystery,Thriller",106.0,7.0,222800000,"['Action,Mystery,Thriller']"
tt0829150,dracula untold,2014,Uni.,"Action,Drama,Fantasy",92.0,6.3,217100000,"['Action,Drama,Fantasy']"
tt2333784,the expendables 3,2014,LGF,"Action,Adventure,Thriller",126.0,6.1,214600000,"['Action,Adventure,Thriller']"
tt2180411,into the woods,2014,BV,"Adventure,Comedy,Drama",125.0,6.0,213100000,"['Adventure,Comedy,Drama']"
tt3521442,journey to the west,2014,Magn.,Drama,56.0,6.8,205618100,['Drama']
tt2369135,need for speed,2014,BV,"Action,Crime,Thriller",132.0,6.5,203300000,"['Action,Crime,Thriller']"
tt0455944,the equalizer,2014,Sony,"Action,Crime,Thriller",132.0,7.2,192300000,"['Action,Crime,Thriller']"
tt3890264,breakup buddies,2014,CL,"Comedy,Drama,Romance",116.0,6.4,188978000,"['Comedy,Drama,Romance']"
tt2278388,the grand budapest hotel,2014,FoxS,"Adventure,Comedy,Crime",99.0,8.1,174800000,"['Adventure,Comedy,Crime']"
tt2096672,dumb and dumber to,2014,Uni.,"Adventure,Comedy",109.0,5.6,169800000,"['Adventure,Comedy']"
tt1809398,unbroken,2014,Uni.,"Biography,Drama,Sport",137.0,7.2,163400000,"['Biography,Drama,Sport']"
tt2106361,into the storm,2014,WB (NL),"Action,Adventure,Drama",89.0,5.8,161700000,"['Action,Adventure,Drama']"
tt2177771,the monuments men,2014,Sony,"Comedy,Drama,History",118.0,6.1,155000000,"['Comedy,Drama,History']"
tt1408253,ride along,2014,Uni.,"Action,Comedy,Crime",99.0,6.2,154400000,"['Action,Comedy,Crime']"
tt2980706,planes: fire & rescue,2014,BV,"Adventure,Animation,Comedy",83.0,6.0,151400000,"['Adventure,Animation,Comedy']"
tt1924435,let's be cops,2014,Fox,"Comedy,Crime",104.0,6.4,138200000,"['Comedy,Crime']"
tt1205537,jack ryan: shadow recruit,2014,Par.,"Action,Drama,Thriller",105.0,6.2,135500000,"['Action,Drama,Thriller']"
tt1086772,blended,2014,WB,"Comedy,Romance",117.0,6.5,128000000,"['Comedy,Romance']"
tt1956620,sex tape,2014,Sony,"Comedy,Romance",94.0,5.1,126000000,"['Comedy,Romance']"
tt2980516,the theory of everything,2014,Focus,"Biography,Drama,Romance",123.0,7.7,123700000,"['Biography,Drama,Romance']"
tt1821658,the nut job,2014,ORF,"Adventure,Animation,Comedy",85.0,5.7,120900000,"['Adventure,Animation,Comedy']"
tt1921064,pompeii,2014,TriS,"Action,Adventure,Drama",105.0,5.5,117800000,"['Action,Adventure,Drama']"
tt2975578,the purge: anarchy,2014,Uni.,"Action,Horror,Sci-Fi",103.0,6.5,112000000,"['Action,Horror,Sci-Fi']"
tt0787474,the boxtrolls,2014,Focus,"Adventure,Animation,Comedy",96.0,6.8,109200000,"['Adventure,Animation,Comedy']"
tt2170439,horrible bosses 2,2014,WB,"Comedy,Crime",108.0,6.3,107600000,"['Comedy,Crime']"
tt1204977,ouija,2014,Uni.,"Horror,Mystery,Thriller",89.0,4.5,103600000,"['Horror,Mystery,Thriller']"
tt2209764,transcendence,2014,WB,"Action,Drama,Sci-Fi",119.0,6.3,103000000,"['Action,Drama,Sci-Fi']"
tt1698641,"alexander and the terrible, horrible, no good, very bad day",2014,BV,"Comedy,Family",81.0,6.2,101400000,"['Comedy,Family']"
tt1929263,heaven is for real,2014,TriS,"Biography,Drama,Family",99.0,5.8,101300000,"['Biography,Drama,Family']"
tt2103254,tammy,2014,WB (NL),"Comedy,Romance",97.0,4.9,100500000,"['Comedy,Romance']"
tt2473682,paranormal activity: the marked ones,2014,Par.,"Horror,Mystery,Thriller",84.0,5.0,90900000,"['Horror,Mystery,Thriller']"
tt2980648,the hundred-foot journey,2014,BV,"Comedy,Drama",122.0,7.3,88800000,"['Comedy,Drama']"
tt2911666,john wick,2014,LG/S,"Action,Crime,Thriller",101.0,7.4,88700000,"['Action,Crime,Thriller']"
tt2377322,deliver us from evil,2014,SGem,"Horror,Mystery,Thriller",118.0,6.2,88000000,"['Horror,Mystery,Thriller']"
tt2557490,a million ways to die in the west,2014,Uni.,"Comedy,Western",116.0,6.1,87200000,"['Comedy,Western']"
tt2626350,step up all in,2014,LG/S,"Drama,Music,Romance",112.0,6.0,86200000,"['Drama,Music,Romance']"
tt1872194,the judge,2014,WB,"Crime,Drama",141.0,7.4,84400000,"['Crime,Drama']"
tt2281587,muppets most wanted,2014,BV,"Adventure,Comedy,Crime",107.0,6.4,80400000,"['Adventure,Comedy,Crime']"
tt1355630,if i stay,2014,WB (NL),"Drama,Fantasy,Music",107.0,6.8,78900000,"['Drama,Fantasy,Music']"
tt1418377,"i, frankenstein",2014,LGF,"Action,Fantasy,Horror",92.0,5.1,71200000,"['Action,Fantasy,Horror']"
tt2239832,think like a man too,2014,SGem,"Comedy,Romance",106.0,5.8,70200000,"['Comedy,Romance']"
tt1430612,brick mansions,2014,Rela.,"Action,Crime",90.0,5.7,68900000,"['Action,Crime']"
tt3210686,son of god,2014,Fox,"Biography,Drama,History",138.0,5.8,67800000,"['Biography,Drama,History']"
tt1742044,jersey boys,2014,WB,"Biography,Drama,Music",134.0,6.8,67600000,"['Biography,Drama,Music']"
tt0435651,the giver,2014,Wein.,"Drama,Romance,Sci-Fi",97.0,6.5,67000000,"['Drama,Romance,Sci-Fi']"
tt1020072,selma,2014,Par.,"Biography,Drama,History",128.0,7.5,66800000,"['Biography,Drama,History']"
tt2528814,god's not dead,2014,Free,Drama,113.0,4.8,64700000,['Drama']
tt1043726,the legend of hercules,2014,LG/S,"Action,Adventure,Fantasy",99.0,4.2,61200000,"['Action,Adventure,Fantasy']"
tt2978462,dolphin tale 2,2014,WB,"Drama,Family",107.0,6.4,57800000,"['Drama,Family']"
tt2170593,st. vincent,2014,Wein.,"Comedy,Drama",102.0,7.3,54800000,"['Comedy,Drama']"
tt0365907,a walk among the tombstones,2014,Uni.,"Action,Crime,Drama",114.0,6.5,53200000,"['Action,Crime,Drama']"
tt2172934,3 days to kill,2014,Rela.,"Action,Drama,Thriller",117.0,6.2,52600000,"['Action,Drama,Thriller']"
tt2870756,magic in the moonlight,2014,SPC,"Comedy,Romance",97.0,6.6,51000000,"['Comedy,Romance']"
tt2582802,whiplash,2014,SPC,"Drama,Music",106.0,8.5,49000000,"['Drama,Music']"
tt2883512,chef,2014,ORF,"Adventure,Comedy,Drama",114.0,7.3,45900000,"['Adventure,Comedy,Drama']"
tt2183034,earth to echo,2014,Rela.,"Adventure,Family,Sci-Fi",91.0,5.8,45300000,"['Adventure,Family,Sci-Fi']"
tt1065073,boyhood,2014,IFC,Drama,165.0,7.9,44500000,['Drama']
tt2905838,bang bang,2014,FIP,"Action,Adventure,Comedy",153.0,5.5,42000000,"['Action,Adventure,Comedy']"
tt1371150,this is where i leave you,2014,WB,"Comedy,Drama",103.0,6.6,41300000,"['Comedy,Drama']"
tt1800246,that awkward moment,2014,Focus,"Comedy,Romance",94.0,6.2,40500000,"['Comedy,Romance']"
tt2039393,the gambler,2014,Par.,"Crime,Drama,Thriller",111.0,6.0,39300000,"['Crime,Drama,Thriller']"
tt1647668,million dollar arm,2014,BV,"Biography,Drama,Sport",124.0,7.0,39300000,"['Biography,Drama,Sport']"
tt2872718,nightcrawler,2014,ORF,"Crime,Drama,Thriller",117.0,7.9,38700000,"['Crime,Drama,Thriller']"
tt2752758,devil's due,2014,Fox,"Horror,Mystery,Thriller",89.0,4.1,36900000,"['Horror,Mystery,Thriller']"
tt1972571,a most wanted man,2014,RAtt.,"Crime,Drama,Thriller",122.0,6.8,36200000,"['Crime,Drama,Thriller']"
tt1972779,the best of me,2014,Rela.,"Drama,Romance",118.0,6.7,36000000,"['Drama,Romance']"
tt2473602,get on up,2014,Uni.,"Biography,Drama,Music",139.0,6.9,33400000,"['Biography,Drama,Music']"
tt2402157,the november man,2014,Rela.,"Action,Crime,Thriller",108.0,6.3,32500000,"['Action,Crime,Thriller']"
tt1837709,winter's tale,2014,WB,"Drama,Fantasy,Mystery",118.0,6.2,31100000,"['Drama,Fantasy,Mystery']"
tt2223990,draft day,2014,LG/S,"Drama,Sport",110.0,6.8,29420000,"['Drama,Sport']"
tt1126590,big eyes,2014,Wein.,"Biography,Crime,Drama",106.0,7.0,29300000,"['Biography,Crime,Drama']"
tt3419894,the divine move,2014,CJ,"Action,Crime",118.0,6.7,27937000,"['Action,Crime']"
tt2784678,top five,2014,Par.,"Comedy,Romance",102.0,6.4,26100000,"['Comedy,Romance']"
tt2465146,and so it goes,2014,CE,"Comedy,Drama,Romance",94.0,5.8,25400000,"['Comedy,Drama,Romance']"
tt2828996,a haunted house 2,2014,ORF,"Comedy,Fantasy",86.0,4.7,23900000,"['Comedy,Fantasy']"
tt2473794,mr. turner,2014,SPC,"Biography,Drama,History",150.0,6.8,22200000,"['Biography,Drama,History']"
tt2458776,bears,2014,BV,Documentary,78.0,7.4,21300000,['Documentary']
tt2707858,yves saint laurent,2014,Wein.,"Biography,Drama",106.0,6.2,21024000,"['Biography,Drama']"
tt1600196,the drop,2014,FoxS,"Crime,Drama",106.0,7.1,18600000,"['Crime,Drama']"
tt2235779,the quiet ones,2014,LGF,"Horror,Mystery,Thriller",98.0,5.1,17800000,"['Horror,Mystery,Thriller']"
tt2234003,calvary,2014,FoxS,Drama,102.0,7.4,16900000,['Drama']
tt2799166,the pyramid,2014,Fox,"Action,Adventure,Horror",89.0,4.6,16900000,"['Action,Adventure,Horror']"
tt1726592,before i go to sleep,2014,CE,"Drama,Horror,Mystery",92.0,6.3,15400000,"['Drama,Horror,Mystery']"
tt1686821,vampire academy,2014,Wein.,"Action,Comedy,Drama",104.0,5.5,15400000,"['Action,Comedy,Drama']"
tt1791528,inherent vice,2014,WB,"Comedy,Crime,Drama",148.0,6.7,14700000,"['Comedy,Crime,Drama']"
tt1976000,the two faces of january,2014,Magn.,"Romance,Thriller",96.0,6.2,13507000,"['Romance,Thriller']"
tt2937898,a most violent year,2014,A24,"Crime,Drama,Thriller",125.0,7.0,12000000,"['Crime,Drama,Thriller']"
tt2321549,the babadook,2014,IFC,"Drama,Horror",94.0,6.8,10264000,"['Drama,Horror']"
tt3142688,finding fanny,2014,FIP,"Adventure,Comedy,Drama",102.0,5.8,7716000,"['Adventure,Comedy,Drama']"
tt0458413,a long way down,2014,Magn.,"Comedy,Drama",96.0,6.4,7213300,"['Comedy,Drama']"
tt2737050,"two days, one night",2014,IFC,Drama,95.0,7.3,6800000,['Drama']
tt2967006,the trip to italy,2014,IFC,"Comedy,Drama",108.0,6.6,5900000,"['Comedy,Drama']"
tt2870708,wish i was here,2014,Focus,"Comedy,Drama",106.0,6.7,5500000,"['Comedy,Drama']"
tt3129564,diplomacy,2014,Zeit.,"Drama,War",84.0,7.1,3931000,"['Drama,War']"
tt2771372,veronica mars,2014,WB,"Crime,Drama,Mystery",107.0,6.8,3495000,"['Crime,Drama,Mystery']"
tt2345737,the rover,2014,A24,"Action,Crime,Drama",103.0,6.4,3200000,"['Action,Crime,Drama']"
tt3302594,the mystery of happiness,2014,Strand,"Comedy,Drama,Romance",92.0,6.1,3208500,"['Comedy,Drama,Romance']"
tt4044364,citizenfour,2014,RTWC,"Biography,Documentary,Thriller",114.0,8.1,3002000,"['Biography,Documentary,Thriller']"
tt2751390,life of riley,2014,KL,"Comedy,Drama,Romance",108.0,6.0,2311600,"['Comedy,Drama,Romance']"
tt3179568,"men, women & children",2014,Par.,"Comedy,Drama",119.0,6.7,2206000,"['Comedy,Drama']"
tt2920540,"20,000 days on earth",2014,Drft.,"Documentary,Drama,Music",97.0,7.5,2080000,"['Documentary,Drama,Music']"
tt2062622,postman pat: the movie,2014,Shout!,"Animation,Comedy,Family",88.0,4.6,1301500,"['Animation,Comedy,Family']"
tt1702014,the way he looks,2014,Strand,"Drama,Romance",96.0,7.9,1201000,"['Drama,Romance']"
tt0369610,jurassic world,2015,Uni.,"Action,Adventure,Sci-Fi",124.0,7.0,652301019,"['Action,Adventure,Sci-Fi']"
tt2820852,furious 7,2015,Uni.,"Action,Crime,Thriller",137.0,7.2,353001163,"['Action,Crime,Thriller']"
tt2395427,avengers: age of ultron,2015,BV,"Action,Adventure,Sci-Fi",141.0,7.3,1405400000,"['Action,Adventure,Sci-Fi']"
tt2293640,minions,2015,Uni.,"Adventure,Animation,Comedy",91.0,6.4,1159400000,"['Adventure,Animation,Comedy']"
tt2379713,spectre,2015,Sony,"Action,Adventure,Thriller",148.0,6.8,880700000,"['Action,Adventure,Thriller']"
tt2096673,inside out,2015,BV,"Adventure,Animation,Comedy",95.0,8.2,857600000,"['Adventure,Animation,Comedy']"
tt2381249,mission: impossible - rogue nation,2015,Par.,"Action,Adventure,Thriller",131.0,7.4,682700000,"['Action,Adventure,Thriller']"
tt1951266,the hunger games: mockingjay - part 2,2015,LGF,"Action,Adventure,Sci-Fi",137.0,6.6,653400000,"['Action,Adventure,Sci-Fi']"
tt3659388,the martian,2015,Fox,"Adventure,Drama,Sci-Fi",144.0,8.0,630100000,"['Adventure,Drama,Sci-Fi']"
tt2322441,fifty shades of grey,2015,Uni.,"Drama,Romance,Thriller",125.0,4.1,571000000,"['Drama,Romance,Thriller']"
tt1663202,the revenant,2015,Fox,"Action,Adventure,Biography",156.0,8.0,532900000,"['Action,Adventure,Biography']"
tt0478970,ant-man,2015,BV,"Action,Adventure,Comedy",117.0,7.3,519300000,"['Action,Adventure,Comedy']"
tt2510894,hotel transylvania 2,2015,Sony,"Animation,Comedy,Family",89.0,6.7,474800000,"['Animation,Comedy,Family']"
tt2126355,san andreas,2015,WB (NL),"Action,Adventure,Drama",114.0,6.1,474000000,"['Action,Adventure,Drama']"
tt1392190,mad max: fury road,2015,WB,"Action,Adventure,Sci-Fi",120.0,8.1,378400000,"['Action,Adventure,Sci-Fi']"
tt1979388,the good dinosaur,2015,BV,"Adventure,Animation,Comedy",93.0,6.7,332200000,"['Adventure,Animation,Comedy']"
tt2279373,the spongebob movie: sponge out of water,2015,Par.,"Adventure,Animation,Comedy",92.0,6.0,325200000,"['Adventure,Animation,Comedy']"
tt4046784,maze runner: the scorch trials,2015,Fox,"Action,Sci-Fi,Thriller",131.0,6.3,312300000,"['Action,Sci-Fi,Thriller']"
tt2848292,pitch perfect 2,2015,Uni.,"Comedy,Music",115.0,6.4,287500000,"['Comedy,Music']"
tt4242158,lost in hong kong,2015,WGUSA,"Action,Adventure,Comedy",114.0,5.4,256300000,"['Action,Adventure,Comedy']"
tt2452042,the peanuts movie,2015,Fox,"Adventure,Animation,Comedy",88.0,7.1,246299999,"['Adventure,Animation,Comedy']"
tt2120120,pixels,2015,Sony,"Action,Comedy,Sci-Fi",105.0,5.6,244800000,"['Action,Comedy,Sci-Fi']"
tt1528854,daddy's home,2015,Par.,Comedy,96.0,6.2,242800000,['Comedy']
tt3079380,spy,2015,Fox,"Action,Comedy,Crime",119.0,7.0,235600000,"['Action,Comedy,Crime']"
tt2974918,alvin and the chipmunks: the road chip,2015,Fox,"Adventure,Animation,Comedy",92.0,5.1,234800000,"['Adventure,Animation,Comedy']"
tt5061814,goodbye mr. loser,2015,CL,Comedy,104.0,6.7,228100000,['Comedy']
tt2637276,ted 2,2015,Uni.,Comedy,115.0,6.3,216700000,['Comedy']
tt1964418,tomorrowland,2015,BV,"Action,Adventure,Family",130.0,6.4,209100000,"['Action,Adventure,Family']"
tt1398426,straight outta compton,2015,Uni.,"Biography,Drama,History",147.0,7.9,201600000,"['Biography,Drama,History']"
tt2361509,the intern,2015,WB,"Comedy,Drama",121.0,7.1,194600000,"['Comedy,Drama']"
tt1617661,jupiter ascending,2015,WB,"Action,Adventure,Sci-Fi",127.0,5.3,184000000,"['Action,Adventure,Sci-Fi']"
tt3076658,creed,2015,WB (NL),"Drama,Sport",133.0,7.6,173600000,"['Drama,Sport']"
tt1502712,fantastic four,2015,Fox,"Action,Adventure,Drama",100.0,4.3,168000000,"['Action,Adventure,Drama']"
tt3682448,bridge of spies,2015,BV,"Drama,History,Thriller",142.0,7.6,165500000,"['Drama,History,Thriller']"
tt3460252,the hateful eight,2015,Wein.,"Crime,Drama,Mystery",168.0,7.8,155700000,"['Crime,Drama,Mystery']"
tt1051904,goosebumps,2015,Sony,"Adventure,Comedy,Family",103.0,6.3,150200000,"['Adventure,Comedy,Family']"
tt1618442,the last witch hunter,2015,LG/S,"Action,Adventure,Fantasy",106.0,6.0,147000000,"['Action,Adventure,Fantasy']"
tt3152624,trainwreck,2015,Uni.,"Comedy,Drama,Romance",125.0,6.2,140800000,"['Comedy,Drama,Romance']"
tt4701702,mr. six,2015,CL,"Action,Drama",134.0,7.1,139200000,"['Action,Drama']"
tt1596363,the big short,2015,Par.,"Biography,Comedy,Drama",130.0,7.8,133500000,"['Biography,Comedy,Drama']"
tt3332064,pan,2015,WB,"Adventure,Comedy,Family",111.0,5.8,128400000,"['Adventure,Comedy,Family']"
tt2909116,wolf totem,2015,Sony,"Adventure,Drama",121.0,6.7,125811000,"['Adventure,Drama']"
tt2268016,magic mike xxl,2015,WB,"Comedy,Drama,Music",115.0,5.6,122500000,"['Comedy,Drama,Music']"
tt3672840,dragon blade,2015,LGP,"Action,Adventure,Drama",127.0,6.0,121574100,"['Action,Adventure,Drama']"
tt2561572,get hard,2015,WB,"Comedy,Crime",100.0,6.0,111800000,"['Comedy,Crime']"
tt1638355,the man from u.n.c.l.e.,2015,WB,"Action,Adventure,Comedy",116.0,7.3,109800000,"['Action,Adventure,Comedy']"
tt3450650,paul blart: mall cop 2,2015,Sony,"Action,Comedy,Crime",94.0,4.4,107600000,"['Action,Comedy,Crime']"
tt2872750,shaun the sheep movie,2015,LGF,"Adventure,Animation,Comedy",85.0,7.4,106200000,"['Adventure,Animation,Comedy']"
tt1850457,sisters,2015,Uni.,Comedy,118.0,6.0,105000000,['Comedy']
tt4793074,sisters,2015,Uni.,"Biography,Documentary,Music",53.0,,105000000,"['Biography,Documentary,Music']"
tt1524930,vacation,2015,WB (NL),"Adventure,Comedy",99.0,6.1,104900000,"['Adventure,Comedy']"
tt1823672,chappie,2015,Sony,"Action,Crime,Drama",120.0,6.8,102100000,"['Action,Crime,Drama']"
tt2446980,joy,2015,Fox,Drama,124.0,6.6,101200000,['Drama']
tt1355683,black mass,2015,WB,"Biography,Crime,Drama",123.0,6.9,99800000,"['Biography,Crime,Drama']"
tt3567288,the visit,2015,Uni.,"Horror,Mystery,Thriller",94.0,6.2,98400000,"['Horror,Mystery,Thriller']"
tt1895587,spotlight,2015,ORF,"Crime,Drama",129.0,8.1,98300000,"['Crime,Drama']"
tt7785302,spotlight,2015,ORF,Drama,99.0,8.0,98300000,['Drama']
tt1390411,in the heart of the sea,2015,WB,"Action,Adventure,Biography",122.0,6.9,93900000,"['Action,Adventure,Biography']"
tt1798684,southpaw,2015,Wein.,"Drama,Sport",124.0,7.4,91900000,"['Drama,Sport']"
tt2555736,the second best exotic marigold hotel,2015,FoxS,"Comedy,Drama",122.0,6.6,86000000,"['Comedy,Drama']"
tt3622592,paper towns,2015,Fox,"Comedy,Drama,Mystery",109.0,6.3,85500000,"['Comedy,Drama,Mystery']"
tt3397884,sicario,2015,LGF,"Action,Crime,Drama",121.0,7.6,84900000,"['Action,Crime,Drama']"
tt2679042,hitman: agent 47,2015,Fox,"Action,Adventure,Crime",96.0,5.7,82400000,"['Action,Adventure,Crime']"
tt0884732,the wedding ringer,2015,SGem,Comedy,101.0,6.7,79800000,['Comedy']
tt2473510,paranormal activity: the ghost dimension,2015,Par.,"Horror,Mystery,Thriller",88.0,4.6,78900000,"['Horror,Mystery,Thriller']"
tt2554274,crimson peak,2015,Uni.,"Drama,Fantasy,Horror",119.0,6.5,74700000,"['Drama,Fantasy,Horror']"
tt2938956,the transporter refueled,2015,EC,"Action,Adventure,Crime",96.0,5.2,72600000,"['Action,Adventure,Crime']"
tt2199571,run all night,2015,WB,"Action,Drama,Thriller",114.0,6.6,71700000,"['Action,Drama,Thriller']"
tt1655441,the age of adaline,2015,LGF,"Drama,Fantasy,Romance",112.0,7.2,65600000,"['Drama,Fantasy,Romance']"
tt0810819,the danish girl,2015,Focus,"Biography,Drama,Romance",119.0,7.1,64200000,"['Biography,Drama,Romance']"
tt2726560,the longest ride,2015,Fox,"Drama,Romance",123.0,7.1,62900000,"['Drama,Romance']"
tt2381111,brooklyn,2015,FoxS,"Drama,Romance",117.0,7.5,62100000,"['Drama,Romance']"
tt3819668,dragon ball z: resurrection 'f',2015,FUN,"Action,Adventure,Animation",93.0,7.3,61800000,"['Action,Adventure,Animation']"
tt2404425,woman in gold,2015,Wein.,"Biography,Drama,History",109.0,7.3,61599999,"['Biography,Drama,History']"
tt3850590,krampus,2015,Uni.,"Comedy,Fantasy,Horror",98.0,6.2,61500000,"['Comedy,Fantasy,Horror']"
tt2159988,the walk,2015,TriS,"Crime,Thriller",89.0,6.8,61100000,"['Crime,Thriller']"
tt3488710,the walk,2015,TriS,"Adventure,Biography,Drama",123.0,7.3,61100000,"['Adventure,Biography,Drama']"
tt3862750,the perfect guy,2015,SGem,"Crime,Drama,Horror",100.0,5.6,60200000,"['Crime,Drama,Horror']"
tt1781922,no escape,2015,Wein.,"Action,Thriller",103.0,6.8,54400000,"['Action,Thriller']"
tt2752772,sinister 2,2015,Focus,"Horror,Mystery,Thriller",97.0,5.3,52800000,"['Horror,Mystery,Thriller']"
tt3181822,the boy next door,2015,Uni.,"Horror,Thriller",91.0,4.7,52400000,"['Horror,Thriller']"
tt3530002,the night before,2015,Sony,"Adventure,Comedy,Fantasy",101.0,6.4,52300000,"['Adventure,Comedy,Fantasy']"
tt6353886,the night before,2015,Sony,Documentary,86.0,,52300000,['Documentary']
tt2967224,hot pursuit,2015,WB (NL),"Action,Comedy,Crime",87.0,5.1,51700000,"['Action,Comedy,Crime']"
tt4253360,the himalayas,2015,CJ,"Adventure,Biography,Drama",124.0,6.4,50497000,"['Adventure,Biography,Drama']"
tt1674771,entourage,2015,WB,Comedy,104.0,6.6,49300000,['Comedy']
tt3045616,mortdecai,2015,LGF,"Action,Comedy,Crime",107.0,5.5,47300000,"['Action,Comedy,Crime']"
tt2097298,"mcfarland, usa",2015,BV,"Biography,Drama,Sport",129.0,7.4,45700000,"['Biography,Drama,Sport']"
tt1666801,the duff,2015,LGF,"Comedy,Romance",101.0,6.5,43500000,"['Comedy,Romance']"
tt3569230,legend,2015,Uni.,"Biography,Crime,Drama",132.0,7.0,43000000,"['Biography,Crime,Drama']"
tt2309260,the gallows,2015,WB (NL),"Horror,Mystery,Thriller",81.0,4.2,43000000,"['Horror,Mystery,Thriller']"
tt2279339,love the coopers,2015,LGF,"Comedy,Fantasy,Romance",107.0,5.8,42400000,"['Comedy,Fantasy,Romance']"
tt3722070,the lady in the van,2015,SPC,"Biography,Comedy,Drama",104.0,6.7,41400000,"['Biography,Comedy,Drama']"
tt3623726,ricki and the flash,2015,TriS,"Comedy,Drama,Music",101.0,5.9,41300000,"['Comedy,Drama,Music']"
tt2402927,carol,2015,Wein.,"Drama,Romance",118.0,7.2,40300000,"['Drama,Romance']"
tt2918436,the lazarus effect,2015,Rela.,"Horror,Mystery,Sci-Fi",83.0,5.2,38400000,"['Horror,Mystery,Sci-Fi']"
tt1178665,a walk in the woods,2015,BG,"Adventure,Biography,Comedy",104.0,6.3,37500000,"['Adventure,Biography,Comedy']"
tt2503944,burnt,2015,Wein.,"Comedy,Drama",101.0,6.6,36700000,"['Comedy,Drama']"
tt3170832,room,2015,A24,"Drama,Thriller",118.0,8.2,35400000,"['Drama,Thriller']"
tt2080374,steve jobs,2015,Uni.,"Biography,Drama",122.0,7.2,34500000,"['Biography,Drama']"
tt1976009,victor frankenstein,2015,Fox,"Drama,Horror,Sci-Fi",110.0,6.0,34300000,"['Drama,Horror,Sci-Fi']"
tt2436386,project almanac,2015,Par.,"Drama,Mystery,Sci-Fi",106.0,6.4,33200000,"['Drama,Mystery,Sci-Fi']"
tt2140379,self/less,2015,Focus,"Action,Mystery,Sci-Fi",117.0,6.5,30500000,"['Action,Mystery,Sci-Fi']"
tt2935476,far from the madding crowd,2015,FoxS,"Drama,Romance",119.0,7.1,30200000,"['Drama,Romance']"
tt3168230,mr. holmes,2015,RAtt.,"Drama,Mystery",104.0,6.9,29300000,"['Drama,Mystery']"
tt3715320,irrational man,2015,SPC,"Comedy,Drama",95.0,6.6,27400000,"['Comedy,Drama']"
tt3316948,american ultra,2015,LGF,"Action,Comedy,Sci-Fi",96.0,6.1,27100000,"['Action,Comedy,Sci-Fi']"
tt1243974,aloha,2015,Sony,"Comedy,Drama,Romance",105.0,5.4,26300000,"['Comedy,Drama,Romance']"
tt2006295,the 33,2015,WB,"Biography,Drama,History",127.0,6.9,24900000,"['Biography,Drama,History']"
tt3896100,capture the flag,2015,Par.,"Adventure,Animation,Comedy",94.0,5.9,24606700,"['Adventure,Animation,Comedy']"
tt2515034,the gunman,2015,ORF,"Action,Crime,Drama",115.0,5.8,24200000,"['Action,Crime,Drama']"
tt4819514,go away mr. tumor,2015,CL,"Comedy,Romance",85.0,6.6,21787000,"['Comedy,Romance']"
tt2717822,blackhat,2015,Uni.,"Action,Crime,Thriller",133.0,5.4,19600000,"['Action,Crime,Thriller']"
tt3850214,dope,2015,ORF,"Comedy,Crime,Drama",103.0,7.2,17980000,"['Comedy,Crime,Drama']"
tt3660770,monkey kingdom,2015,BV,Documentary,81.0,7.3,17110999,['Documentary']
tt1727776,scouts guide to the zombie apocalypse,2015,Par.,"Action,Comedy,Horror",93.0,6.3,16100000,"['Action,Comedy,Horror']"
tt3077214,suffragette,2015,Focus,"Biography,Drama,History",106.0,6.9,16000000,"['Biography,Drama,History']"
tt2358925,unfinished business,2015,Fox,"Comedy,Drama",91.0,5.4,14400000,"['Comedy,Drama']"
tt4056738,do you believe?,2015,PFR,Drama,120.0,6.1,14400000,['Drama']
tt4191054,strange magic,2015,BV,"Adventure,Animation,Comedy",99.0,5.8,13600000,"['Adventure,Animation,Comedy']"
tt2637294,hot tub time machine 2,2015,Par.,"Comedy,Mystery,Sci-Fi",93.0,5.1,13067000,"['Comedy,Mystery,Sci-Fi']"
tt1014763,child 44,2015,LG/S,"Crime,Drama,History",137.0,6.5,12900000,"['Crime,Drama,History']"
tt3787590,we are your friends,2015,WB,"Drama,Music,Romance",96.0,6.2,11100000,"['Drama,Music,Romance']"
tt1772288,danny collins,2015,BST,"Biography,Comedy,Drama",106.0,7.0,10800000,"['Biography,Comedy,Drama']"
tt2582496,me and earl and the dying girl,2015,FoxS,"Comedy,Drama,Romance",105.0,7.8,9100000,"['Comedy,Drama,Romance']"
tt4007558,shaandaar,2015,FIP,"Comedy,Drama,Romance",144.0,3.7,8322000,"['Comedy,Drama,Romance']"
tt2401878,anomalisa,2015,Par.,"Animation,Comedy,Drama",90.0,7.3,5700000,"['Animation,Comedy,Drama']"
tt3848938,mr. x,2015,FIP,"Action,Crime,Sci-Fi",133.0,3.8,5045000,"['Action,Crime,Sci-Fi']"
tt4713454,trash,2015,FCW,Drama,88.0,,4817500,['Drama']
tt3483612,hamari adhuri kahani,2015,FIP,"Drama,Romance",129.0,6.7,4435000,"['Drama,Romance']"
tt3707106,by the sea,2015,Uni.,"Drama,Romance",122.0,5.3,3338000,"['Drama,Romance']"
tt3165612,sleeping with other people,2015,IFC,"Comedy,Drama,Romance",101.0,6.5,3219000,"['Comedy,Drama,Romance']"
tt3065132,he named me malala,2015,FoxS,Documentary,88.0,6.9,2797100,['Documentary']
tt3614530,jem and the holograms,2015,Uni.,"Adventure,Drama,Family",118.0,4.1,2349000,"['Adventure,Drama,Family']"
